#TYPE;TAG;INSTANCE NAME;APPLICATION_MEASUREMENT_NAME;APPLICATION_GROUP;SERVICE_ID;CUSTOMER;WAE_IP
OAM;APP_56.66.51.17_SSH;APP SSH WAE 1152126-BLTMMD-ATT-WAAS;SSH;APP_GP_56.207.245.4_SSH;SERVICE_56.207.245.4;;56.66.51.17
OAM;APP_56.145.184.86_Citrix;APP Citrix WAE 4366809-CNTNMI-ATT-WAAS;Citrix;APP_GP_56.207.245.4_Citrix;SERVICE_56.207.245.4;;56.145.184.86
OAM;APP_56.16.44.11_Internet_Radio_Stream;APP Internet_Radio_Stream WAE 8819575-SPFLMA-VZB-WAAS;Internet_Radio_Stream;APP_GP_56.207.245.4_Internet_Radio_Stream;SERVICE_56.207.245.4;;56.16.44.11
OAM;APP_56.198.195.11_Web-Internet;APP Web-Internet WAE 3037414802-GRNINE-ATT-WAAS;Web-Internet;APP_GP_56.207.245.4_Web-Internet;SERVICE_56.207.245.4;;56.198.195.11
OAM;APP_56.168.69.16_SSL;APP SSL WAE 0470110624-PNBLAR-ATT-WAAS;SSL;APP_GP_56.207.245.4_SSL;SERVICE_56.207.245.4;;56.168.69.16
OAM;APP_56.43.143.15_Citrix;APP Citrix WAE 3925693-ELM0NY-VZB-WAAS;Citrix;APP_GP_56.207.245.4_Citrix;SERVICE_56.207.245.4;;56.43.143.15
OAM;APP_56.183.169.25_Remote-Desktop;APP Remote-Desktop WAE 4841450037-HSTNTX-ATT-WAAS;Remote-Desktop;APP_GP_56.207.245.4_Remote-Desktop;SERVICE_56.207.245.4;;56.183.169.25
OAM;APP_56.192.48.7_Citrix;APP Citrix WAE 2249978-SAPLMN-XOC-WAAS;Citrix;APP_GP_56.207.245.4_Citrix;SERVICE_56.207.245.4;;56.192.48.7
OAM;APP_56.100.168.10_File-System;APP File-System WAE 1934038-MOBLAL-VZB-WAAS;File-System;APP_GP_56.207.245.4_File-System;SERVICE_56.207.245.4;;56.100.168.10
OAM;APP_56.35.45.16_Enterprise-Applications;APP Enterprise-Applications WAE 7707539-BRKLNY-XOC-WAAS;Enterprise-Applications;APP_GP_56.207.245.4_Enterprise-Applications;SERVICE_56.207.245.4;;56.35.45.16
OAM;APP_56.21.6.16_Directory-Services;APP Directory-Services WAE 4371400102-PRVDRI-XOC-WAAS;Directory-Services;APP_GP_56.207.245.4_Directory-Services;SERVICE_56.207.245.4;;56.21.6.16
OAM;APP_56.146.61.25_CIFS;APP CIFS WAE 2539200100-GRNRMI-ATT-WAAS;CIFS;APP_GP_56.207.245.4_CIFS;SERVICE_56.207.245.4;;56.146.61.25
OAM;APP_56.145.157.92_Replication;APP Replication WAE 5057577-DTRTMI-VZB-WAAS;Replication;APP_GP_56.207.245.4_Replication;SERVICE_56.207.245.4;;56.145.157.92
OAM;APP_56.161.166.24_Version-Management;APP Version-Management WAE 3249360-FRTSAR-VZB-WAAS;Version-Management;APP_GP_56.207.245.4_Version-Management;SERVICE_56.207.245.4;;56.161.166.24
OAM;APP_56.194.132.27_Internet_Radio_Stream;APP Internet_Radio_Stream WAE 9423084-MLWKWI-VZB-WAAS-2;Internet_Radio_Stream;APP_GP_56.207.245.4_Internet_Radio_Stream;SERVICE_56.207.245.4;;56.194.132.27
OAM;APP_56.227.125.8_Remote-Desktop;APP Remote-Desktop WAE 2019484-BRGDGU-VZB-WAAS;Remote-Desktop;APP_GP_56.207.245.4_Remote-Desktop;SERVICE_56.207.245.4;;56.227.125.8
OAM;APP_56.66.57.13_Enterprise-Applications;APP Enterprise-Applications WAE 2303780026-BLTMMD-ATT-WAAS;Enterprise-Applications;APP_GP_56.207.245.4_Enterprise-Applications;SERVICE_56.207.245.4;;56.66.57.13
OAM;APP_56.102.174.11_Systems-Management;APP Systems-Management WAE 2731464606-GLFPMS-ATT-WAAS;Systems-Management;APP_GP_56.207.245.4_Systems-Management;SERVICE_56.207.245.4;;56.102.174.11
OAM;APP_56.32.46.4_Email-and-Messaging;APP Email-and-Messaging WAE 9220555-PTRSNJ-XOC-WAAS;Email-and-Messaging;APP_GP_56.207.245.4_Email-and-Messaging;SERVICE_56.207.245.4;;56.32.46.4
OAM;APP_56.178.7.97_Remote-Desktop;APP Remote-Desktop WAE 5098737-LARDTX-VZB-WAAS;Remote-Desktop;APP_GP_56.207.245.4_Remote-Desktop;SERVICE_56.207.245.4;;56.178.7.97
OAM;APP_56.81.130.10_Enterprise-Applications;APP Enterprise-Applications WAE 3631970797-GRSBNC-ATT-WAAS;Enterprise-Applications;APP_GP_56.207.245.4_Enterprise-Applications;SERVICE_56.207.245.4;;56.81.130.10
OAM;APP_56.211.52.7_SSL;APP SSL WAE 4067804100-PLNDOR-XOC-WAAS;SSL;APP_GP_56.207.245.4_SSL;SERVICE_56.207.245.4;;56.211.52.7
OAM;APP_56.52.41.9_Directory-Services;APP Directory-Services WAE 1279292-LNCSPA-ATT-WAAS;Directory-Services;APP_GP_56.207.245.4_Directory-Services;SERVICE_56.207.245.4;;56.52.41.9
OAM;APP_56.117.190.32_Web-Internet;APP Web-Internet WAE 2796781-LKMRFL-VZB-WAAS;Web-Internet;APP_GP_56.207.245.4_Web-Internet;SERVICE_56.207.245.4;;56.117.190.32
OAM;APP_56.66.54.20_Version-Management;APP Version-Management WAE 2303780017-BLTMMD-ATT-WAAS;Version-Management;APP_GP_56.207.245.4_Version-Management;SERVICE_56.207.245.4;;56.66.54.20
OAM;APP_56.211.52.7_SSH;APP SSH WAE 4067804100-PLNDOR-XOC-WAAS;SSH;APP_GP_56.207.245.4_SSH;SERVICE_56.207.245.4;;56.211.52.7
OAM;APP_56.64.49.82_WAFS;APP WAFS WAE 3240865-PTMCMD-VZB-WAAS;WAFS;APP_GP_56.207.245.4_WAFS;SERVICE_56.207.245.4;;56.64.49.82
OAM;APP_56.106.134.42_Systems-Management;APP Systems-Management WAE 8335963-MMPHTN-XOC-WAAS-1;Systems-Management;APP_GP_56.207.245.4_Systems-Management;SERVICE_56.207.245.4;;56.106.134.42
OAM;APP_56.194.186.11_Web-Internet;APP Web-Internet WAE 4045829-KNGFMI-VZB-WAAS;Web-Internet;APP_GP_56.207.245.4_Web-Internet;SERVICE_56.207.245.4;;56.194.186.11
OAM;APP_56.178.7.97_Other;APP Other WAE 5098737-LARDTX-VZB-WAAS;Other;APP_GP_56.207.245.4_Other;SERVICE_56.207.245.4;;56.178.7.97
OAM;APP_56.139.143.68_Remote-Desktop;APP Remote-Desktop WAE 3890514734-WLGHOH-XOC-WAAS;Remote-Desktop;APP_GP_56.207.245.4_Remote-Desktop;SERVICE_56.207.245.4;;56.139.143.68
OAM;APP_56.155.34.8_Replication;APP Replication WAE 1036420-CHCGIL-XOC-WAAS;Replication;APP_GP_56.207.245.4_Replication;SERVICE_56.207.245.4;;56.155.34.8
OAM;APP_56.197.40.6_Directory-Services;APP Directory-Services WAE 4671460100-RPDCSD-ATT-WAAS;Directory-Services;APP_GP_56.207.245.4_Directory-Services;SERVICE_56.207.245.4;;56.197.40.6
OAM;APP_56.136.126.8_File-Transfer;APP File-Transfer WAE 3817920216-CLMBOH-XOC-WAAS;File-Transfer;APP_GP_56.207.245.4_File-Transfer;SERVICE_56.207.245.4;;56.136.126.8
OAM;APP_56.155.10.38_WAFS;APP WAFS WAE 161542-0804F-WAAS-2;WAFS;APP_GP_56.207.245.4_WAFS;SERVICE_56.207.245.4;;56.155.10.38
OAM;APP_56.211.52.7_SQL;APP SQL WAE 4067804100-PLNDOR-XOC-WAAS;SQL;APP_GP_56.207.245.4_SQL;SERVICE_56.207.245.4;;56.211.52.7
OAM;APP_56.32.41.38_Backup;APP Backup WAE 5305554-SHCKNJ-XOC-WAAS;Backup;APP_GP_56.207.245.4_Backup;SERVICE_56.207.245.4;;56.32.41.38
OAM;APP_56.66.8.25_Version-Management;APP Version-Management WAE 2303780009-BLTMMD-ATT-WAAS;Version-Management;APP_GP_56.207.245.4_Version-Management;SERVICE_56.207.245.4;;56.66.8.25
OAM;APP_56.50.133.4_Web-Internet;APP Web-Internet WAE 2770939-HRSBPA-VZB-WAAS;Web-Internet;APP_GP_56.207.245.4_Web-Internet;SERVICE_56.207.245.4;;56.50.133.4
OAM;APP_56.168.69.16_SQL;APP SQL WAE 0470110624-PNBLAR-ATT-WAAS;SQL;APP_GP_56.207.245.4_SQL;SERVICE_56.207.245.4;;56.168.69.16
OAM;APP_56.112.43.7_Backup;APP Backup WAE 6450660-SPTRFL-VZB-WAAS;Backup;APP_GP_56.207.245.4_Backup;SERVICE_56.207.245.4;;56.112.43.7
OAM;APP_56.97.34.64_SQL;APP SQL WAE 1431435-DLTHGA-VZB-WAAS;SQL;APP_GP_56.207.245.4_SQL;SERVICE_56.207.245.4;;56.97.34.64
OAM;APP_56.183.10.13_Web-Internet;APP Web-Internet WAE 4833800550-GLVSTX-ATT-WAAS;Web-Internet;APP_GP_56.207.245.4_Web-Internet;SERVICE_56.207.245.4;;56.183.10.13
OAM;APP_56.41.162.9_Email-and-Messaging;APP Email-and-Messaging WAE 1250170-JAMCNY-VZB-WAAS;Email-and-Messaging;APP_GP_56.207.245.4_Email-and-Messaging;SERVICE_56.207.245.4;;56.41.162.9
OAM;APP_56.80.101.7_Directory-Services;APP Directory-Services WAE 6979749-MCHNVA-VZB-WAAS;Directory-Services;APP_GP_56.207.245.4_Directory-Services;SERVICE_56.207.245.4;;56.80.101.7
OAM;APP_56.182.37.11_Directory-Services;APP Directory-Services WAE 4832200901-ARLNTX-XOC-WAAS;Directory-Services;APP_GP_56.207.245.4_Directory-Services;SERVICE_56.207.245.4;;56.182.37.11
OAM;APP_56.134.44.8_Outlook_Exchange;APP Outlook_Exchange WAE 3892190510-YNGSOH-ATT-WAAS;Outlook_Exchange;APP_GP_56.207.245.4_Outlook_Exchange;SERVICE_56.207.245.4;;56.134.44.8
OAM;APP_56.197.37.5_Other;APP Other WAE 9923696-BSMRND-VZB-WAAS;Other;APP_GP_56.207.245.4_Other;SERVICE_56.207.245.4;;56.197.37.5
OAM;APP_56.66.1.23_Backup;APP Backup WAE 2303780021-BLTMMD-ATT-WAAS;Backup;APP_GP_56.207.245.4_Backup;SERVICE_56.207.245.4;;56.66.1.23
OAM;APP_56.80.35.5_File-System;APP File-System WAE 1354818-CHRLVA-ATT-WAAS;File-System;APP_GP_56.207.245.4_File-System;SERVICE_56.207.245.4;;56.80.35.5
OAM;APP_56.66.54.20_Printing;APP Printing WAE 2303780017-BLTMMD-ATT-WAAS;Printing;APP_GP_56.207.245.4_Printing;SERVICE_56.207.245.4;;56.66.54.20
OAM;APP_56.194.186.11_Enterprise-Applications;APP Enterprise-Applications WAE 4045829-KNGFMI-VZB-WAAS;Enterprise-Applications;APP_GP_56.207.245.4_Enterprise-Applications;SERVICE_56.207.245.4;;56.194.186.11
OAM;APP_56.119.169.5_Web-Internet;APP Web-Internet WAE 3081097-PMBPFL-VZB-WAAS;Web-Internet;APP_GP_56.207.245.4_Web-Internet;SERVICE_56.207.245.4;;56.119.169.5
OAM;APP_56.210.65.7_Version-Management;APP Version-Management WAE 3965234-SETLWA-XOC-WAAS;Version-Management;APP_GP_56.207.245.4_Version-Management;SERVICE_56.207.245.4;;56.210.65.7
OAM;APP_56.192.45.9_Replication;APP Replication WAE 2625900626-DLTHMN-ATT-WAAS;Replication;APP_GP_56.207.245.4_Replication;SERVICE_56.207.245.4;;56.192.45.9
OAM;APP_56.250.40.6_Directory-Services;APP Directory-Services WAE 0388800724-TCSNAZ-XOC-WAAS;Directory-Services;APP_GP_56.207.245.4_Directory-Services;SERVICE_56.207.245.4;;56.250.40.6
OAM;APP_56.112.45.4_Web;APP Web WAE 1130750420-FRTSFL-ATT-WAAS;Web;APP_GP_56.207.245.4_Web;SERVICE_56.207.245.4;;56.112.45.4
OAM;APP_56.188.21.44_Other;APP Other WAE 4875550080-RCHNTX-ATT-WAAS;Other;APP_GP_56.207.245.4_Other;SERVICE_56.207.245.4;;56.188.21.44
OAM;APP_56.194.132.27_Web;APP Web WAE 9423084-MLWKWI-VZB-WAAS-2;Web;APP_GP_56.207.245.4_Web;SERVICE_56.207.245.4;;56.194.132.27
OAM;APP_56.118.190.10_File-System;APP File-System WAE 6800070007-TAMPFL-XOC-WAAS;File-System;APP_GP_56.207.245.4_File-System;SERVICE_56.207.245.4;;56.118.190.10
OAM;APP_56.177.168.8_CIFS;APP CIFS WAE 5430634-DALSTX-XOC-WAAS;CIFS;APP_GP_56.207.245.4_CIFS;SERVICE_56.207.245.4;;56.177.168.8
OAM;APP_56.130.63.7_Email-and-Messaging;APP Email-and-Messaging WAE 3879100952-STBNOH-ATT-WAAS;Email-and-Messaging;APP_GP_56.207.245.4_Email-and-Messaging;SERVICE_56.207.245.4;;56.130.63.7
OAM;APP_56.250.37.250_Outlook_Exchange;APP Outlook_Exchange WAE 0363640069-PHNXAZ-XOC-WAAS-2;Outlook_Exchange;APP_GP_56.207.245.4_Outlook_Exchange;SERVICE_56.207.245.4;;56.250.37.250
OAM;APP_56.28.44.8_Web-Internet;APP Web-Internet WAE 8413303-SYRCNY-VZB-WAAS-1;Web-Internet;APP_GP_56.207.245.4_Web-Internet;SERVICE_56.207.245.4;;56.28.44.8
OAM;APP_56.241.167.7_Systems-Management;APP Systems-Management WAE 3106520-LNGHCA-XOC-WAAS;Systems-Management;APP_GP_56.207.245.4_Systems-Management;SERVICE_56.207.245.4;;56.241.167.7
OAM;APP_56.152.200.65_Web;APP Web WAE 1021851-FRSPIL-XOC-WAAS;Web;APP_GP_56.207.245.4_Web;SERVICE_56.207.245.4;;56.152.200.65
OAM;APP_56.178.2.14_File-Transfer;APP File-Transfer WAE 5833612-HSTNTX-XOC-WAAS;File-Transfer;APP_GP_56.207.245.4_File-Transfer;SERVICE_56.207.245.4;;56.178.2.14
OAM;APP_56.174.197.10_Enterprise-Applications;APP Enterprise-Applications WAE 3066520102-OMAHNE-ATT-WAAS;Enterprise-Applications;APP_GP_56.207.245.4_Enterprise-Applications;SERVICE_56.207.245.4;;56.174.197.10
OAM;APP_56.66.3.20_Printing;APP Printing WAE 2303780025-BLTMMD-XOC-WAAS;Printing;APP_GP_56.207.245.4_Printing;SERVICE_56.207.245.4;;56.66.3.20
OAM;APP_56.64.49.82_Remote-Desktop;APP Remote-Desktop WAE 3240865-PTMCMD-VZB-WAAS;Remote-Desktop;APP_GP_56.207.245.4_Remote-Desktop;SERVICE_56.207.245.4;;56.64.49.82
OAM;APP_56.102.174.11_Version-Management;APP Version-Management WAE 2731464606-GLFPMS-ATT-WAAS;Version-Management;APP_GP_56.207.245.4_Version-Management;SERVICE_56.207.245.4;;56.102.174.11
OAM;APP_56.115.165.9_SSL;APP SSL WAE 1822436-JCKSFL-VZB-WAAS;SSL;APP_GP_56.207.245.4_SSL;SERVICE_56.207.245.4;;56.115.165.9
OAM;APP_56.147.87.74_File-System;APP File-System WAE 8625326-TYLRMI-VZB-WAAS;File-System;APP_GP_56.207.245.4_File-System;SERVICE_56.207.245.4;;56.147.87.74
OAM;APP_56.41.179.11_Internet_Radio_Stream;APP Internet_Radio_Stream WAE 9888360-BRKLNY-VZB-WAAS-2;Internet_Radio_Stream;APP_GP_56.207.245.4_Internet_Radio_Stream;SERVICE_56.207.245.4;;56.41.179.11
OAM;APP_56.188.152.5_Citrix;APP Citrix WAE 7165821-LKCHLA-VZB-WAAS;Citrix;APP_GP_56.207.245.4_Citrix;SERVICE_56.207.245.4;;56.188.152.5
OAM;APP_56.115.165.9_SSH;APP SSH WAE 1822436-JCKSFL-VZB-WAAS;SSH;APP_GP_56.207.245.4_SSH;SERVICE_56.207.245.4;;56.115.165.9
OAM;APP_56.97.4.236_Internet_Radio_Stream;APP Internet_Radio_Stream WAE 3442302-ATLNGA-VZB-WAAS;Internet_Radio_Stream;APP_GP_56.207.245.4_Internet_Radio_Stream;SERVICE_56.207.245.4;;56.97.4.236
OAM;APP_56.183.131.13_SQL;APP SQL WAE 1608296-SGRLTX-VZB-WAAS;SQL;APP_GP_56.207.245.4_SQL;SERVICE_56.207.245.4;;56.183.131.13
OAM;APP_56.185.54.9_Web;APP Web WAE 1042012-ASTNTX-XOC-WAAS;Web;APP_GP_56.207.245.4_Web;SERVICE_56.207.245.4;;56.185.54.9
OAM;APP_56.237.67.11_File-System;APP File-System WAE SAM-SAMTCA-VZB-WAAS-7;File-System;APP_GP_56.207.245.4_File-System;SERVICE_56.207.245.4;;56.237.67.11
OAM;APP_56.43.162.14_Citrix;APP Citrix WAE 3509954344-BRKLNY-XOC-WAAS;Citrix;APP_GP_56.207.245.4_Citrix;SERVICE_56.207.245.4;;56.43.162.14
OAM;APP_56.185.63.245_Outlook_Exchange;APP Outlook_Exchange WAE 2628343-ELPSTX-VZB-WAAS;Outlook_Exchange;APP_GP_56.207.245.4_Outlook_Exchange;SERVICE_56.207.245.4;;56.185.63.245
OAM;APP_56.19.130.9_File-Transfer;APP File-Transfer WAE 6709878-BSTNMA-XOC-WAAS;File-Transfer;APP_GP_56.207.245.4_File-Transfer;SERVICE_56.207.245.4;;56.19.130.9
OAM;APP_56.190.17.5_Printing;APP Printing WAE 3622772-NRMNOK-ATT-WAAS;Printing;APP_GP_56.207.245.4_Printing;SERVICE_56.207.245.4;;56.190.17.5
OAM;APP_56.152.160.37_Citrix;APP Citrix WAE 5933688-SPFLIL-VZB-WAAS;Citrix;APP_GP_56.207.245.4_Citrix;SERVICE_56.207.245.4;;56.152.160.37
OAM;APP_56.81.181.10_Outlook_Exchange;APP Outlook_Exchange WAE 9651416-RCKMNC-VZB-WAAS;Outlook_Exchange;APP_GP_56.207.245.4_Outlook_Exchange;SERVICE_56.207.245.4;;56.81.181.10
OAM;APP_56.240.16.10_SSH;APP SSH WAE 5104134-LNGLCA-VZB-WAAS;SSH;APP_GP_56.207.245.4_SSH;SERVICE_56.207.245.4;;56.240.16.10
OAM;APP_56.213.113.24_WAFS;APP WAFS WAE 2936360409-GRTFMT-ATT-WAAS;WAFS;APP_GP_56.207.245.4_WAFS;SERVICE_56.207.245.4;;56.213.113.24
OAM;APP_56.198.174.9_Outlook_Exchange;APP Outlook_Exchange WAE 3051600500-LNCLNE-XOC-WAAS;Outlook_Exchange;APP_GP_56.207.245.4_Outlook_Exchange;SERVICE_56.207.245.4;;56.198.174.9
OAM;APP_56.136.126.8_Printing;APP Printing WAE 3817920216-CLMBOH-XOC-WAAS;Printing;APP_GP_56.207.245.4_Printing;SERVICE_56.207.245.4;;56.136.126.8
OAM;APP_56.240.16.10_SSL;APP SSL WAE 5104134-LNGLCA-VZB-WAAS;SSL;APP_GP_56.207.245.4_SSL;SERVICE_56.207.245.4;;56.240.16.10
OAM;APP_56.192.170.10_File-System;APP File-System WAE 1723368-KNSCMO-VZB-WAAS;File-System;APP_GP_56.207.245.4_File-System;SERVICE_56.207.245.4;;56.192.170.10
OAM;APP_56.116.74.8_WAFS;APP WAFS WAE 4415859-MIAMFL-VZB-WAAS;WAFS;APP_GP_56.207.245.4_WAFS;SERVICE_56.207.245.4;;56.116.74.8
OAM;APP_56.112.34.10_Internet_Radio_Stream;APP Internet_Radio_Stream WAE 1755395-LKLNFL-VZB-WAAS;Internet_Radio_Stream;APP_GP_56.207.245.4_Internet_Radio_Stream;SERVICE_56.207.245.4;;56.112.34.10
OAM;APP_56.86.224.23_Internet_Radio_Stream;APP Internet_Radio_Stream WAE 4536200270-GRVLSC-ATT-WAAS;Internet_Radio_Stream;APP_GP_56.207.245.4_Internet_Radio_Stream;SERVICE_56.207.245.4;;56.86.224.23
OAM;APP_56.66.8.25_Systems-Management;APP Systems-Management WAE 2303780009-BLTMMD-ATT-WAAS;Systems-Management;APP_GP_56.207.245.4_Systems-Management;SERVICE_56.207.245.4;;56.66.8.25
OAM;APP_56.146.71.5_CIFS;APP CIFS WAE 2582700701-SGNWMI-ATT-WAAS;CIFS;APP_GP_56.207.245.4_CIFS;SERVICE_56.207.245.4;;56.146.71.5
OAM;APP_56.152.132.124_Replication;APP Replication WAE 6016649-BDFPIL-XOC-WAAS;Replication;APP_GP_56.207.245.4_Replication;SERVICE_56.207.245.4;;56.152.132.124
OAM;APP_56.66.89.14_File-Transfer;APP File-Transfer WAE 2303780032-BLTMMD-ATT-WAAS;File-Transfer;APP_GP_56.207.245.4_File-Transfer;SERVICE_56.207.245.4;;56.66.89.14
OAM;APP_56.192.45.9_Other;APP Other WAE 2625900626-DLTHMN-ATT-WAAS;Other;APP_GP_56.207.245.4_Other;SERVICE_56.207.245.4;;56.192.45.9
OAM;APP_56.16.38.13_Version-Management;APP Version-Management WAE 9848132-ESXJVT-VZB-WAAS;Version-Management;APP_GP_56.207.245.4_Version-Management;SERVICE_56.207.245.4;;56.16.38.13
OAM;APP_56.52.32.13_Outlook_Exchange;APP Outlook_Exchange WAE 1032643-STHSPA-ATT-WAAS;Outlook_Exchange;APP_GP_56.207.245.4_Outlook_Exchange;SERVICE_56.207.245.4;;56.52.32.13
OAM;APP_56.134.43.9_File-System;APP File-System WAE 7424494-CNTNOH-XOC-WAAS;File-System;APP_GP_56.207.245.4_File-System;SERVICE_56.207.245.4;;56.134.43.9
OAM;APP_56.86.163.111_Email-and-Messaging;APP Email-and-Messaging WAE 4514800240-CHRLSC-ATT-WAAS;Email-and-Messaging;APP_GP_56.207.245.4_Email-and-Messaging;SERVICE_56.207.245.4;;56.86.163.111
OAM;APP_56.184.192.12_SSL;APP SSL WAE 4822700015-IRVNTX-ATT-WAAS;SSL;APP_GP_56.207.245.4_SSL;SERVICE_56.207.245.4;;56.184.192.12
OAM;APP_56.216.179.7_Replication;APP Replication WAE 8870574-DNVRCO-VZB-WAAS;Replication;APP_GP_56.207.245.4_Replication;SERVICE_56.207.245.4;;56.216.179.7
OAM;APP_56.161.166.24_Systems-Management;APP Systems-Management WAE 3249360-FRTSAR-VZB-WAAS;Systems-Management;APP_GP_56.207.245.4_Systems-Management;SERVICE_56.207.245.4;;56.161.166.24
OAM;APP_56.178.136.12_File-Transfer;APP File-Transfer WAE 2241781-HMBLTX-VZB-WAAS;File-Transfer;APP_GP_56.207.245.4_File-Transfer;SERVICE_56.207.245.4;;56.178.136.12
OAM;APP_56.46.202.9_Email-and-Messaging;APP Email-and-Messaging WAE 3509784420-BTHPNY-XOC-WAAS;Email-and-Messaging;APP_GP_56.207.245.4_Email-and-Messaging;SERVICE_56.207.245.4;;56.46.202.9
OAM;APP_56.178.119.41_Citrix;APP Citrix WAE 4871100074-PLANTX-ATT-WAAS;Citrix;APP_GP_56.207.245.4_Citrix;SERVICE_56.207.245.4;;56.178.119.41
OAM;APP_56.119.136.7_Replication;APP Replication WAE 1158500106-MIAMFL-VZB-WAAS-1;Replication;APP_GP_56.207.245.4_Replication;SERVICE_56.207.245.4;;56.119.136.7
OAM;APP_56.191.4.63_CIFS;APP CIFS WAE 4822700202-DALSTX-XOC-WAAS-2;CIFS;APP_GP_56.207.245.4_CIFS;SERVICE_56.207.245.4;;56.191.4.63
OAM;APP_56.64.193.68_Directory-Services;APP Directory-Services WAE 6072047-WSHNDC-XOC-WAAS-1;Directory-Services;APP_GP_56.207.245.4_Directory-Services;SERVICE_56.207.245.4;;56.64.193.68
OAM;APP_56.213.90.27_Backup;APP Backup WAE 5440604232-KENTWA-XOC-WAAS;Backup;APP_GP_56.207.245.4_Backup;SERVICE_56.207.245.4;;56.213.90.27
OAM;APP_56.163.152.26_Other;APP Other WAE 8962661-NRMNOK-ATT-WAAS;Other;APP_GP_56.207.245.4_Other;SERVICE_56.207.245.4;;56.163.152.26
OAM;APP_56.162.162.7_Email-and-Messaging;APP Email-and-Messaging WAE 9086471-KNSCKS-VZB-WAAS;Email-and-Messaging;APP_GP_56.207.245.4_Email-and-Messaging;SERVICE_56.207.245.4;;56.162.162.7
OAM;APP_56.183.131.13_SSH;APP SSH WAE 1608296-SGRLTX-VZB-WAAS;SSH;APP_GP_56.207.245.4_SSH;SERVICE_56.207.245.4;;56.183.131.13
OAM;APP_56.183.131.13_SSL;APP SSL WAE 1608296-SGRLTX-VZB-WAAS;SSL;APP_GP_56.207.245.4_SSL;SERVICE_56.207.245.4;;56.183.131.13
OAM;APP_56.115.165.9_SQL;APP SQL WAE 1822436-JCKSFL-VZB-WAAS;SQL;APP_GP_56.207.245.4_SQL;SERVICE_56.207.245.4;;56.115.165.9
OAM;APP_56.194.162.9_CIFS;APP CIFS WAE 5634000282-GRBYWI-ATT-WAAS;CIFS;APP_GP_56.207.245.4_CIFS;SERVICE_56.207.245.4;;56.194.162.9
OAM;APP_56.145.147.9_File-Transfer;APP File-Transfer WAE 2508000111-BLVLMI-ATT-WAAS;File-Transfer;APP_GP_56.207.245.4_File-Transfer;SERVICE_56.207.245.4;;56.145.147.9
OAM;APP_56.86.224.23_Printing;APP Printing WAE 4536200270-GRVLSC-ATT-WAAS;Printing;APP_GP_56.207.245.4_Printing;SERVICE_56.207.245.4;;56.86.224.23
OAM;APP_56.145.155.86_Citrix;APP Citrix WAE 8575544-NOVLMI-XOC-WAAS;Citrix;APP_GP_56.207.245.4_Citrix;SERVICE_56.207.245.4;;56.145.155.86
OAM;APP_56.107.130.9_Email-and-Messaging;APP Email-and-Messaging WAE 4544184-MMPHTN-VZB-WAAS;Email-and-Messaging;APP_GP_56.207.245.4_Email-and-Messaging;SERVICE_56.207.245.4;;56.107.130.9
OAM;APP_56.100.165.5_File-System;APP File-System WAE 1507734-MTGMAL-XOC-WAAS;File-System;APP_GP_56.207.245.4_File-System;SERVICE_56.207.245.4;;56.100.165.5
OAM;APP_56.106.134.43_Web-Internet;APP Web-Internet WAE 8335963-MMPHTN-XOC-WAAS-2;Web-Internet;APP_GP_56.207.245.4_Web-Internet;SERVICE_56.207.245.4;;56.106.134.43
OAM;APP_56.230.162.7_Enterprise-Applications;APP Enterprise-Applications WAE 1038192-OKLNCA-XOC-WAAS;Enterprise-Applications;APP_GP_56.207.245.4_Enterprise-Applications;SERVICE_56.207.245.4;;56.230.162.7
OAM;APP_56.149.0.123_File-Transfer;APP File-Transfer WAE 2524000120-DRBRMI-ATT-WAAS;File-Transfer;APP_GP_56.207.245.4_File-Transfer;SERVICE_56.207.245.4;;56.149.0.123
OAM;APP_56.52.40.10_Directory-Services;APP Directory-Services WAE 6163279-RDNGPA-VZB-WAAS;Directory-Services;APP_GP_56.207.245.4_Directory-Services;SERVICE_56.207.245.4;;56.52.40.10
OAM;APP_56.162.130.5_File-Transfer;APP File-Transfer WAE 3215023-KNSCMO-XOC-WAAS;File-Transfer;APP_GP_56.207.245.4_File-Transfer;SERVICE_56.207.245.4;;56.162.130.5
OAM;APP_56.145.158.91_Directory-Services;APP Directory-Services WAE 4367181-DTRTMI-VZB-WAAS;Directory-Services;APP_GP_56.207.245.4_Directory-Services;SERVICE_56.207.245.4;;56.145.158.91
OAM;APP_56.216.2.101_File-System;APP File-System WAE 1023804-DNVRCO-XOC-WAAS-2;File-System;APP_GP_56.207.245.4_File-System;SERVICE_56.207.245.4;;56.216.2.101
OAM;APP_56.213.90.27_File-System;APP File-System WAE 5440604232-KENTWA-XOC-WAAS;File-System;APP_GP_56.207.245.4_File-System;SERVICE_56.207.245.4;;56.213.90.27
OAM;APP_56.45.162.4_Web-Internet;APP Web-Internet WAE 5812671-NWBRNY-VZB-WAAS;Web-Internet;APP_GP_56.207.245.4_Web-Internet;SERVICE_56.207.245.4;;56.45.162.4
OAM;APP_56.117.166.53_Remote-Desktop;APP Remote-Desktop WAE 1157900460-MLBEFL-ATT-WAAS;Remote-Desktop;APP_GP_56.207.245.4_Remote-Desktop;SERVICE_56.207.245.4;;56.117.166.53
